RAW Data Report
Branch:TST(HHT)
Start datetime:2020-09-01T12:04:26
End datetime:2020-09-05T12:04:26
Counter Type:ALL
Ticket,Type,No.,Branch,Counter Type,Step,Start Time,Start by,Call Time,Call by,Process Time,Process by,Done Time,Done by,No Show Time,No Show by,Void Time,Void by,Waiting Time (s),Walking time (s),Process time (s),Total time (s)
DA083,DA,083,HHT,c,1,2020-09-01 13:55:26,1461565,2020-09-01 13:57:23,1461565,2020-09-01 13:57:41,1461565,2020-09-01 14:01:02,1461565,None,None,None,None,117,18,201,336
DA084,DA,084,HHT,c,1,2020-09-01 13:55:51,1498468,2020-09-01 13:59:25,1498468,2020-09-01 13:59:29,1498468,2020-09-01 13:59:29,1498468,None,None,None,None,214,4,0,218
DA085,DA,085,HHT,c,1,2020-09-01 13:59:07,1461565,2020-09-01 14:01:02,1461565,2020-09-01 14:02:21,1461565,2020-09-01 14:06:02,1461565,None,None,None,None,115,79,221,415
DA086,DA,086,HHT,c,1,2020-09-01 14:04:21,1466655,2020-09-01 14:04:27,1466655,2020-09-01 14:04:47,1466655,2020-09-01 14:11:37,1466655,None,None,None,None,6,20,410,436
DB010,DB,010,HHT,c,1,2020-09-01 14:05:15,1461565,2020-09-01 14:06:02,1461565,2020-09-01 14:07:05,1461565,2020-09-01 14:15:55,1461565,None,None,None,None,47,63,530,640
DA087,DA,087,HHT,c,1,2020-09-01 14:09:38,1328368,2020-09-01 14:09:39,1328368,2020-09-01 14:09:50,1328368,2020-09-01 14:16:33,1328368,None,None,None,None,1,11,403,415
AA025,AA,025,HHT,c,1,2020-09-01 14:11:18,1466655,2020-09-01 14:11:37,1466655,2020-09-01 14:12:12,1466655,2020-09-01 14:16:39,1466655,None,None,None,None,19,35,267,321
DA088,DA,088,HHT,c,1,2020-09-01 14:12:18,1498468,2020-09-01 14:12:18,1498468,2020-09-01 14:12:49,1498468,2020-09-01 14:48:34,1498468,None,None,None,None,0,31,2145,2176
AA027,AA,027,HHT,c,1,2020-09-01 14:13:43,1461565,2020-09-01 14:15:55,1461565,2020-09-01 14:16:13,1461565,2020-09-01 14:20:58,1461565,None,None,None,None,132,18,285,435
DA089,DA,089,HHT,c,1,2020-09-01 14:15:55,1328368,2020-09-01 14:16:33,1328368,2020-09-01 14:16:44,1328368,2020-09-01 14:26:17,1328368,None,None,None,None,38,11,573,622
AB001,AB,001,HHT,c,1,2020-09-01 14:16:51,1466655,2020-09-01 14:16:51,1466655,2020-09-01 14:16:55,1466655,2020-09-01 14:19:06,1466655,None,None,None,None,0,4,131,135
DA090,DA,090,HHT,c,1,2020-09-01 14:18:07,1466655,2020-09-01 14:19:07,1466655,2020-09-01 14:19:12,1466655,2020-09-01 14:24:48,1466655,None,None,None,None,60,5,336,401
DA092,DA,092,HHT,c,1,2020-09-01 14:23:47,1461565,2020-09-01 14:23:47,1461565,2020-09-01 14:24:07,1461565,2020-09-01 14:41:54,1461565,None,None,None,None,0,20,1067,1087
DA093,DA,093,HHT,c,1,2020-09-01 14:23:54,1466655,2020-09-01 14:24:48,1466655,2020-09-01 14:25:17,1466655,2020-09-01 14:29:39,1466655,None,None,None,None,54,29,262,345
DA094,DA,094,HHT,c,1,2020-09-01 14:26:28,1328368,2020-09-01 14:26:29,1328368,2020-09-01 14:26:39,1328368,2020-09-01 14:45:06,1328368,None,None,None,None,1,10,1107,1118
DB011,DB,011,HHT,c,1,2020-09-01 14:28:48,1466655,2020-09-01 14:29:40,1466655,2020-09-01 14:30:38,1466655,2020-09-01 14:37:27,1466655,None,None,None,None,52,58,409,519
DB012,DB,012,HHT,c,1,2020-09-01 14:36:36,1466655,2020-09-01 14:37:27,1466655,2020-09-01 14:37:39,1466655,2020-09-01 14:44:23,1466655,None,None,None,None,51,12,404,467
BA005,BA,005,HHT,c,1,2020-09-01 14:37:50,BA002,2020-09-01 14:37:51,BA002,2020-09-01 14:45:48,BA002,2020-09-01 14:45:49,BA002,None,None,None,None,1,477,1,479
DB013,DB,013,HHT,c,1,2020-09-01 14:41:14,1461565,2020-09-01 14:41:54,1461565,2020-09-01 14:42:26,1461565,2020-09-01 14:51:02,1461565,None,None,None,None,40,32,516,588
DA095,DA,095,HHT,c,1,2020-09-01 14:44:03,1466655,2020-09-01 14:44:23,1466655,2020-09-01 14:44:56,1466655,2020-09-01 16:09:43,1466655,None,None,None,None,20,33,5087,5140
DA096,DA,096,HHT,c,1,2020-09-01 14:44:10,1328368,2020-09-01 14:45:06,1328368,2020-09-01 14:45:16,1328368,2020-09-01 14:51:18,1328368,None,None,None,None,56,10,362,428
DA098,DA,098,HHT,c,1,2020-09-01 14:47:36,1498468,2020-09-01 14:48:34,1498468,2020-09-01 14:49:08,1498468,2020-09-01 15:00:54,1498468,None,None,None,None,58,34,706,798
DA099,DA,099,HHT,c,1,2020-09-01 14:51:10,1461565,2020-09-01 14:51:11,1461565,2020-09-01 14:51:50,1461565,2020-09-01 14:54:51,1461565,None,None,None,None,1,39,181,221
DA100,DA,100,HHT,c,1,2020-09-01 14:52:46,1328368,2020-09-01 14:52:47,1328368,2020-09-01 14:52:53,1328368,2020-09-01 15:19:24,1328368,None,None,None,None,1,6,1591,1598
DA101,DA,101,HHT,c,1,2020-09-01 14:54:29,1461565,2020-09-01 14:54:51,1461565,2020-09-01 14:55:18,1461565,2020-09-01 14:59:10,1461565,None,None,None,None,22,27,232,281
DA102,DA,102,HHT,c,1,2020-09-01 14:58:13,1371590,2020-09-01 14:58:56,1371590,2020-09-01 14:59:05,1371590,2020-09-01 14:59:05,1371590,None,None,None,None,43,9,0,52
DA103,DA,103,HHT,c,1,2020-09-01 14:58:45,1461565,2020-09-01 14:59:10,1461565,2020-09-01 15:00:04,1461565,2020-09-01 15:03:20,1461565,None,None,None,None,25,54,196,275
DB014,DB,014,HHT,c,1,2020-09-01 14:58:54,1498468,2020-09-01 15:00:54,1498468,2020-09-01 15:00:58,1498468,2020-09-01 15:00:58,1498468,None,None,None,None,120,4,0,124
DB015,DB,015,HHT,c,1,2020-09-01 15:01:18,1456755,2020-09-01 15:02:25,1456755,None,1456755,None,1456755,None,None,None,None,67,None,None,None
DA104,DA,104,HHT,c,1,2020-09-01 15:01:32,1461565,2020-09-01 15:03:20,1461565,2020-09-01 15:03:53,1461565,2020-09-01 15:08:05,1461565,None,None,None,None,108,33,252,393
DA105,DA,105,HHT,c,1,2020-09-01 15:03:12,1498468,2020-09-01 15:04:42,1498468,2020-09-01 15:04:43,1498468,2020-09-01 15:04:44,1498468,None,None,None,None,90,1,1,92
DA106,DA,106,HHT,c,1,2020-09-01 15:03:19,1456755,2020-09-01 15:07:11,1456755,None,1456755,None,1456755,None,None,None,None,232,None,None,None
AA028,AA,028,HHT,c,1,2020-09-01 15:06:37,1461565,2020-09-01 15:08:06,1461565,2020-09-01 15:08:41,1461565,2020-09-01 15:16:18,1461565,None,None,None,None,89,35,457,581
DA107,DA,107,HHT,c,1,2020-09-01 15:08:44,1456755,2020-09-01 15:09:11,1456755,2020-09-01 15:09:43,1456755,2020-09-01 15:12:20,1456755,None,None,None,None,27,32,157,216
DA108,DA,108,HHT,c,1,2020-09-01 15:09:58,1498468,2020-09-01 15:10:24,1498468,2020-09-01 15:10:29,1498468,2020-09-01 15:10:34,1498468,None,None,None,None,26,5,5,36
DA109,DA,109,HHT,c,1,2020-09-01 15:12:18,1456755,2020-09-01 15:12:22,1456755,None,1456755,None,1456755,None,None,None,None,4,None,None,None
DA110,DA,110,HHT,c,1,2020-09-01 15:12:50,1498468,2020-09-01 15:13:35,1498468,2020-09-01 15:13:40,1498468,2020-09-01 15:13:40,1498468,None,None,None,None,45,5,0,50
AB002,AB,002,HHT,c,1,2020-09-01 15:15:39,1461565,2020-09-01 15:16:18,1461565,2020-09-01 15:16:26,1461565,2020-09-01 15:29:03,1461565,None,None,None,None,39,8,757,804
AA029,AA,029,HHT,c,1,2020-09-01 15:17:40,1328368,2020-09-01 15:19:25,1328368,2020-09-01 15:19:41,1328368,2020-09-01 15:29:55,1328368,None,None,None,None,105,16,614,735
FB002,FB,002,HHT,c,1,2020-09-01 15:18:33,101002,2020-09-01 15:18:34,101002,2020-09-01 15:19:14,101002,2020-09-01 15:19:43,101002,None,None,None,None,1,40,29,70
AB003,AB,003,HHT,c,1,2020-09-01 15:18:46,1461565,2020-09-01 15:29:03,1461565,2020-09-01 15:29:57,1461565,2020-09-01 15:33:15,1461565,None,None,None,None,617,54,198,869
DA111,DA,111,HHT,c,1,2020-09-01 15:19:24,1498468,2020-09-01 15:19:24,1498468,2020-09-01 15:19:51,1498468,2020-09-01 15:30:23,1498468,None,None,None,None,0,27,632,659
DA112,DA,112,HHT,c,1,2020-09-01 15:19:49,1456755,2020-09-01 15:22:48,1456755,2020-09-01 15:24:21,1456755,2020-09-01 15:24:22,1456755,None,None,None,None,179,93,1,273
DA113,DA,113,HHT,c,1,2020-09-01 15:19:52,1456755,2020-09-01 15:24:27,1456755,None,1456755,None,1456755,None,None,None,None,275,None,None,None
DA114,DA,114,HHT,c,1,2020-09-01 15:21:08,1456755,2020-09-01 15:29:15,1456755,None,1456755,None,1456755,None,None,None,None,487,None,None,None
DA115,DA,115,HHT,c,1,2020-09-01 15:21:38,1328368,2020-09-01 15:29:55,1328368,2020-09-01 15:30:07,1328368,2020-09-01 15:40:32,1328368,None,None,None,None,497,12,625,1134
BA006,BA,006,HHT,c,1,2020-09-01 15:22:11,BA001,2020-09-01 15:22:11,BA001,2020-09-01 15:22:42,BA001,2020-09-01 15:34:51,BA001,None,None,None,None,0,31,729,760
DA116,DA,116,HHT,c,1,2020-09-01 15:22:38,1456755,2020-09-01 15:30:08,1456755,None,1456755,None,1456755,None,None,None,None,450,None,None,None
AA030,AA,030,HHT,c,1,2020-09-01 15:24:26,1461565,2020-09-01 15:33:15,1461565,2020-09-01 15:33:32,1461565,2020-09-01 15:35:16,1461565,None,None,None,None,529,17,104,650
DA117,DA,117,HHT,c,1,2020-09-01 15:25:24,1498468,2020-09-01 15:30:23,1498468,2020-09-01 15:30:40,1498468,2020-09-01 15:30:40,1498468,None,None,None,None,299,17,0,316
DA118,DA,118,HHT,c,1,2020-09-01 15:25:35,1498468,2020-09-01 15:33:19,1498468,2020-09-01 15:33:21,1498468,2020-09-01 15:33:21,1498468,None,None,None,None,464,2,0,466
DA119,DA,119,HHT,c,1,2020-09-01 15:26:32,1461565,2020-09-01 15:35:16,1461565,2020-09-01 15:35:43,1461565,2020-09-01 15:38:07,1461565,None,None,None,None,524,27,144,695
DA120,DA,120,HHT,c,1,2020-09-01 15:28:02,1498468,2020-09-01 15:35:25,1498468,2020-09-01 15:35:41,1498468,2020-09-01 15:35:42,1498468,None,None,None,None,443,16,1,460
AA031,AA,031,HHT,c,1,2020-09-01 15:29:21,1461565,2020-09-01 15:38:08,1461565,2020-09-01 15:38:21,1461565,2020-09-01 15:46:10,1461565,None,None,None,None,527,13,469,1009
AB004,AB,004,HHT,c,1,2020-09-01 15:31:20,1328368,2020-09-01 15:40:33,1328368,2020-09-01 15:40:52,1328368,2020-09-01 15:47:48,1328368,None,None,None,None,553,19,416,988
DA121,DA,121,HHT,c,1,2020-09-01 15:33:23,1498468,2020-09-01 15:37:44,1498468,2020-09-01 15:37:50,1498468,2020-09-01 15:37:51,1498468,None,None,None,None,261,6,1,268
DA122,DA,122,HHT,c,1,2020-09-01 15:34:07,1371590,2020-09-01 15:38:11,1371590,2020-09-01 15:38:20,1371590,2020-09-01 15:38:21,1371590,None,None,None,None,244,9,1,254
DA123,DA,123,HHT,c,1,2020-09-01 15:34:52,1456755,2020-09-01 15:39:38,1456755,None,1456755,None,1456755,None,None,None,None,286,None,None,None
DA124,DA,124,HHT,c,1,2020-09-01 15:35:47,1456755,2020-09-01 15:41:33,1456755,2020-09-01 15:44:42,1456755,2020-09-01 15:44:43,1456755,None,None,None,None,346,189,1,536
DA125,DA,125,HHT,c,1,2020-09-01 15:36:49,1456755,2020-09-01 15:45:02,1456755,None,1456755,None,1456755,None,None,None,None,493,None,None,None
DA126,DA,126,HHT,c,1,2020-09-01 15:38:28,1461565,2020-09-01 15:46:11,1461565,2020-09-01 15:46:37,1461565,2020-09-01 15:53:59,1461565,None,None,None,None,463,26,442,931
DA127,DA,127,HHT,c,1,2020-09-01 15:40:46,1328368,2020-09-01 15:47:48,1328368,2020-09-01 15:47:59,1328368,2020-09-01 15:53:13,1328368,None,None,None,None,422,11,314,747
DA128,DA,128,HHT,c,1,2020-09-01 15:42:04,1456755,2020-09-01 15:49:57,1456755,None,1456755,None,1456755,None,None,None,None,473,None,None,None
BA007,BA,007,HHT,c,1,2020-09-01 15:43:24,BA001,2020-09-01 15:43:24,BA001,2020-09-01 15:43:37,BA001,2020-09-01 16:31:12,BA001,None,None,None,None,0,13,2855,2868
DA129,DA,129,HHT,c,1,2020-09-01 15:45:06,1371590,2020-09-01 15:52:59,1371590,2020-09-01 15:53:19,1371590,2020-09-01 15:53:19,1371590,None,None,None,None,473,20,0,493
DA130,DA,130,HHT,c,1,2020-09-01 15:46:04,1456755,2020-09-01 15:53:10,1456755,None,1456755,None,1456755,None,None,None,None,426,None,None,None
DA131,DA,131,HHT,c,1,2020-09-01 15:49:49,1328368,2020-09-01 15:53:14,1328368,2020-09-01 15:53:28,1328368,2020-09-01 16:19:26,1328368,None,None,None,None,205,14,1558,1777
DA132,DA,132,HHT,c,1,2020-09-01 15:51:06,1461565,2020-09-01 15:53:59,1461565,2020-09-01 15:54:19,1461565,2020-09-01 15:57:08,1461565,None,None,None,None,173,20,169,362
DA133,DA,133,HHT,c,1,2020-09-01 15:53:51,1456755,2020-09-01 15:56:10,1456755,None,1456755,None,1456755,None,None,None,None,139,None,None,None
DA134,DA,134,HHT,c,1,2020-09-01 15:54:08,1461565,2020-09-01 15:57:09,1461565,2020-09-01 15:57:16,1461565,2020-09-01 16:01:04,1461565,None,None,None,None,181,7,228,416
DB016,DB,016,HHT,c,1,2020-09-01 15:58:02,1371590,2020-09-01 15:58:53,1371590,2020-09-01 16:00:15,1371590,2020-09-01 16:00:16,1371590,None,None,None,None,51,82,1,134
DA135,DA,135,HHT,c,1,2020-09-01 15:58:58,1461565,2020-09-01 16:01:05,1461565,2020-09-01 16:01:31,1461565,2020-09-01 17:27:49,1461565,None,None,None,None,127,26,5178,5331
DA136,DA,136,HHT,c,1,2020-09-01 16:03:48,1498468,2020-09-01 16:04:02,1498468,2020-09-01 16:04:16,1498468,2020-09-01 16:06:51,1498468,None,None,None,None,14,14,155,183
DA137,DA,137,HHT,c,1,2020-09-01 16:03:56,1371590,2020-09-01 16:05:05,1371590,2020-09-01 16:05:14,1371590,2020-09-01 16:05:14,1371590,None,None,None,None,69,9,0,78
AA032,AA,032,HHT,c,1,2020-09-01 16:05:56,1466655,2020-09-01 16:09:43,1466655,2020-09-01 16:14:34,1466655,2020-09-01 16:14:35,1466655,None,None,None,None,227,291,1,519
DA138,DA,138,HHT,c,1,2020-09-01 16:06:25,1498468,2020-09-01 16:06:51,1498468,2020-09-01 16:06:58,1498468,2020-09-01 16:14:11,1498468,None,None,None,None,26,7,433,466
DA139,DA,139,HHT,c,1,2020-09-01 16:08:25,1371590,2020-09-01 16:12:42,1371590,2020-09-01 16:12:55,1371590,2020-09-01 16:12:56,1371590,None,None,None,None,257,13,1,271
DA140,DA,140,HHT,c,1,2020-09-01 16:08:38,1456755,2020-09-01 16:12:55,1456755,2020-09-01 16:15:08,1456755,2020-09-01 16:16:08,1456755,None,None,None,None,257,133,60,450
DA142,DA,142,HHT,c,1,2020-09-01 16:12:05,1498468,2020-09-01 16:14:11,1498468,2020-09-01 16:14:26,1498468,2020-09-01 16:21:23,1498468,None,None,None,None,126,15,417,558
DA143,DA,143,HHT,c,1,2020-09-01 16:12:58,1466655,2020-09-01 16:14:35,1466655,2020-09-01 16:23:39,1466655,2020-09-01 16:23:41,1466655,None,None,None,None,97,544,2,643
DA144,DA,144,HHT,c,1,2020-09-01 16:13:06,1456755,2020-09-01 16:16:09,1456755,None,1456755,None,1456755,None,None,None,None,183,None,None,None
DA145,DA,145,HHT,c,1,2020-09-01 16:16:14,1456755,2020-09-01 16:18:23,1456755,None,1456755,None,1456755,None,None,None,None,129,None,None,None
DA146,DA,146,HHT,c,1,2020-09-01 16:17:04,1371590,2020-09-01 16:18:33,1371590,2020-09-01 16:18:42,1371590,2020-09-01 16:18:43,1371590,None,None,None,None,89,9,1,99
DA147,DA,147,HHT,c,1,2020-09-01 16:17:56,1328368,2020-09-01 16:19:26,1328368,2020-09-01 16:19:56,1328368,2020-09-01 16:27:55,1328368,None,None,None,None,90,30,479,599
DA148,DA,148,HHT,c,1,2020-09-01 16:19:33,1456755,2020-09-01 16:20:44,1456755,None,1456755,None,1456755,None,None,None,None,71,None,None,None
DA150,DA,150,HHT,c,1,2020-09-01 16:20:16,1498468,2020-09-01 16:21:23,1498468,2020-09-01 16:21:31,1498468,2020-09-01 16:21:31,1498468,None,None,None,None,67,8,0,75
DA151,DA,151,HHT,c,1,2020-09-01 16:21:50,1466655,2020-09-01 16:23:41,1466655,2020-09-01 16:23:53,1466655,2020-09-01 16:26:26,1466655,None,None,None,None,111,12,153,276
AA033,AA,033,HHT,c,1,2020-09-01 16:23:29,1466655,2020-09-01 16:26:26,1466655,2020-09-01 16:26:46,1466655,2020-09-01 16:41:36,1466655,None,None,None,None,177,20,890,1087
AA034,AA,034,HHT,c,1,2020-09-01 16:27:36,1328368,2020-09-01 16:27:56,1328368,2020-09-01 16:28:22,1328368,2020-09-01 16:42:16,1328368,None,None,None,None,20,26,834,880
DA152,DA,152,HHT,c,1,2020-09-01 16:28:19,1498468,2020-09-01 16:28:19,1498468,2020-09-01 16:28:29,1498468,2020-09-01 16:33:07,1498468,None,None,None,None,0,10,278,288
DA153,DA,153,HHT,c,1,2020-09-01 16:33:03,1498468,2020-09-01 16:33:07,1498468,2020-09-01 16:33:15,1498468,2020-09-01 16:33:15,1498468,None,None,None,None,4,8,0,12
