RAW Data Report
Branch:Kowloon Bay Center(KB)
Start datetime:2024-04-01T15:56:09
End datetime:2024-04-12T15:56:09
Counter Type:ALL
Ticket,Type,No.,Branch,Counter Type,Step,Start Time,Start by,Call Time,Call by,Process Time,Process by,Done Time,Done by,No Show Time,No Show by,Void Time,Void by,Waiting Time (s),Walking time (s),Process time (s),Total time (s)
C006,C,006,KB,Reception,1,2024-04-02 17:32:27,userapi,None,None,None,None,None,None,None,None,2024-04-02 17:34:24,elton,117,None,None,None
G001,G,001,KB,Reception,1,2024-04-02 17:33:19,userapi,None,None,None,None,None,None,None,None,2024-04-02 17:34:26,elton,67,None,None,None
H001,H,001,KB,Reception,1,2024-04-02 17:34:05,userapi,None,None,None,None,None,None,None,None,2024-04-02 17:34:28,elton,22,None,None,None
I001,I,001,KB,Reception,1,2024-04-02 17:35:07,userapi,None,None,None,None,None,None,None,None,2024-04-02 17:35:15,elton,7,None,None,None
H002,H,002,KB,Reception,1,2024-04-02 17:35:11,userapi,None,None,None,None,None,None,None,None,2024-04-02 17:35:13,elton,2,None,None,None
J001,J,001,KB,Reception,1,2024-04-02 17:35:57,userapi,None,None,None,None,None,None,None,None,2024-04-02 17:36:01,elton,4,None,None,None
A011,A,011,KB,Reception,1,2024-04-02 17:35:59,userapi,None,None,None,None,None,None,None,None,2024-04-02 17:36:03,elton,4,None,None,None
K001,K,001,KB,Reception,1,2024-04-02 17:42:20,userapi,None,None,None,None,None,None,None,None,2024-04-02 17:42:53,elton,32,None,None,None
K002,K,002,KB,Reception,1,2024-04-02 17:42:28,userapi,None,None,None,None,None,None,None,None,2024-04-02 17:42:56,elton,28,None,None,None
A012,A,012,KB,Reception,1,2024-04-02 17:42:45,userapi,None,None,None,None,None,None,None,None,2024-04-02 17:42:55,elton,9,None,None,None
J002,J,002,KB,Reception,1,2024-04-02 17:42:47,userapi,None,None,None,None,None,None,None,None,2024-04-02 17:42:58,elton,10,None,None,None
K003,K,003,KB,Reception,1,2024-04-02 17:42:50,userapi,None,None,None,None,None,None,None,None,2024-04-02 17:42:59,elton,8,None,None,None
J003,J,003,KB,Reception,1,2024-04-02 17:48:21,userapi,None,None,None,None,None,None,None,None,2024-04-02 18:01:44,elton,802,None,None,None
T001,T,001,KB,Reception,1,2024-04-02 17:48:29,userapi,None,None,None,None,None,None,None,None,2024-04-02 18:01:46,elton,796,None,None,None
S001,S,001,KB,Reception,1,2024-04-02 17:48:32,userapi,None,None,None,None,None,None,None,None,2024-04-02 18:01:47,elton,795,None,None,None
L001,L,001,KB,Reception,1,2024-04-02 17:48:34,userapi,None,None,None,None,None,None,None,None,2024-04-02 18:01:49,elton,794,None,None,None
U001,U,001,KB,Reception,1,2024-04-02 17:48:37,userapi,None,None,None,None,None,None,None,None,2024-04-02 18:01:50,elton,793,None,None,None
U002,U,002,KB,Reception,1,2024-04-02 17:48:39,userapi,None,None,None,None,None,None,None,None,2024-04-02 18:01:52,elton,793,None,None,None
U003,U,003,KB,Reception,1,2024-04-02 17:49:21,userapi,None,None,None,None,None,None,None,None,2024-04-02 18:01:55,elton,753,None,None,None
A013,A,013,KB,Reception,1,2024-04-02 17:49:25,userapi,2024-04-02 18:01:33,elton,None,None,None,None,2024-04-02 18:01:34,elton,None,None,728,1,None,None
O001,O,001,KB,Reception,1,2024-04-02 17:57:11,userapi,2024-04-02 18:01:56,elton,None,None,None,None,2024-04-02 18:01:57,elton,None,None,284,1,None,None
A014,A,014,KB,Reception,1,2024-04-02 18:01:19,userapi,2024-04-02 18:01:35,elton,None,None,None,None,2024-04-02 18:01:36,elton,None,None,16,0,None,None
A015,A,015,KB,Reception,1,2024-04-02 18:01:21,userapi,2024-04-02 18:01:37,elton,None,None,None,None,2024-04-02 18:01:38,elton,None,None,16,0,None,None
A016,A,016,KB,Reception,1,2024-04-02 18:01:23,userapi,2024-04-02 18:01:39,elton,None,None,None,None,2024-04-02 18:01:40,elton,None,None,16,0,None,None
A017,A,017,KB,Reception,1,2024-04-02 18:04:24,userapi,2024-04-02 18:04:40,elton,None,None,None,None,2024-04-02 18:15:41,elton,None,None,15,661,None,None
A018,A,018,KB,Reception,1,2024-04-02 18:04:26,userapi,2024-04-02 18:15:42,elton,None,None,None,None,2024-04-05 14:43:28,elton,None,None,676,246465,None,None
A019,A,019,KB,Reception,1,2024-04-02 19:02:52,userapi,2024-04-02 19:03:17,tim,None,None,None,None,2024-04-02 19:03:39,tim,None,None,24,22,None,None
A020,A,020,KB,Reception,1,2024-04-02 19:02:54,userapi,2024-04-02 19:03:40,tim,None,None,None,None,2024-04-03 18:26:23,tim,None,None,46,84162,None,None
A021,A,021,KB,Reception,1,2024-04-02 19:02:54,userapi,2024-04-03 18:26:51,tim,None,None,None,None,2024-04-03 18:26:59,tim,None,None,84236,8,None,None
A022,A,022,KB,Reception,1,2024-04-02 19:02:56,userapi,2024-04-03 18:28:07,tim,None,None,None,None,2024-04-03 18:32:43,tim,None,None,84311,275,None,None
A023,A,023,KB,Reception,1,2024-04-02 19:02:58,userapi,2024-04-03 18:32:43,tim,None,None,None,None,2024-04-03 18:46:12,tim,None,None,84585,808,None,None
A024,A,024,KB,Reception,1,2024-04-02 19:03:00,userapi,2024-04-03 18:46:13,tim,None,None,None,None,2024-04-03 18:46:31,tim,None,None,85393,17,None,None
B009,B,009,KB,Reception,1,2024-04-03 18:26:17,userapi,2024-04-03 18:26:24,tim,None,None,None,None,2024-04-03 18:26:49,tim,None,None,7,24,None,None
C007,C,007,KB,Reception,1,2024-04-03 18:26:42,userapi,2024-04-03 18:27:00,tim,None,None,None,None,2024-04-03 18:28:06,tim,None,None,17,66,None,None
C008,C,008,KB,Reception,1,2024-04-03 18:46:21,userapi,2024-04-03 18:46:33,tim,None,None,None,None,None,None,None,None,11,None,None,None
B010,B,010,KB,Reception,1,2024-04-03 18:46:26,userapi,2024-04-05 14:43:31,elton,None,None,None,None,2024-04-05 14:43:56,elton,None,None,158224,25,None,None
B011,B,011,KB,Reception,1,2024-04-05 14:43:19,userapi,None,None,None,None,None,None,None,None,None,None,None,None,None,None
